ISIN,COMPANY_NAME,EXCHANGE_LISTING,NSE_SYMBOL,BSE_SCRIP_CD,BSE_SCRIP_ID
INE0QMR01015,Clinitech Laboratory Ltd,bse,,544220,CTLLAB
INE011B01017,Clio Infotech Ltd,bse,,530839,CLIOINFO
INE0WDX01010,CLN Energy Ltd,bse,,544347,CLN
INE00WV01027,CMR Green Technologies Limited,both nse/bse,CMRGREEN,544777,CMRGREEN
INE925R01014,CMS Info Systems Limited,both nse/bse,CMSINFO,543441,CMSINFO
INE027F01014,CMX Holdings Ltd,bse,,532217,CMXLTD
INE522F01014,Coal India Limited,both nse/bse,COALINDIA,533278,COALINDIA
INE377E01024,Coastal Corporation Limited,both nse/bse,COASTCORP,501831,COASTCORP
INE229E01019,Coastal Roadways Ltd,bse,,520131,COARO
INE788M01017,Cochin Malabar Estates & Industries Ltd,bse,,508571,COCHMAL
INE105D01013,Cochin Minerals & Rutiles Ltd-$,bse,,513353,COCHINM
INE704P01025,Cochin Shipyard Limited,both nse/bse,COCHINSHIP,540678,COCHINSHIP
INE335K01011,Coffee Day Enterprises Limited,both nse/bse,COFFEEDAY,539436,COFFEEDAY
INE591G01025,Coforge Limited,both nse/bse,COFORGE,532541,COFORGE
INE03QK01018,Cohance Lifesciences Limited,both nse/bse,COHANCE,543064,COHANCE
INE259A01022,Colgate Palmolive (India) Limited,both nse/bse,COLPAL,500830,COLPAL
INE923C01011,Colinz Laboratories Ltd,bse,,531210,COLINZ
INE621I01042,Colorchips New Media Ltd,bse,,540023,COLORCHIPS
INE456N01019,Comfort Commotrade Ltd,bse,,534691,COMCL
INE274M01026,Comfort Fincap Ltd,bse,,535267,COMFINCAP
INE819A01049,Comfort Intech Limited,both nse/bse,COMFINTE,531216,COMFINTE
INE0LKQ01012,Command Polymers Ltd,bse,,543843,COMMAND
INE073V01015,Commercial Syn Bags Limited,both nse/bse,COMSYN,539986,COMSYN
INE823B01015,Competent Automobiles Company Ltd,bse,,531041,COMPEAU
INE070C01037,Compuage Infocom Limited,both nse/bse,COMPINFO,532456,COMPINFO
INE453B01029,Compucom Software Limited,both nse/bse,COMPUSOFT,532339,COMPUSOFT
INE596I01020,Computer Age Management Services Limited,both nse/bse,CAMS,543232,CAMS
INE607B01012,Computer Point Ltd,bse,,507833,COMPUPN
INE0NXA01015,Comrade Appliances Ltd,bse,,543921,COMRADE
INE714D01020,Conart Engineers Ltd-$,bse,,522231,CONART
INE338H01029,Concord Biotech Limited,both nse/bse,CONCORDBIO,543960,CONCORDBIO
INE0N0J01014,Concord Control Systems Ltd,bse,,543619,CNCRD
INE858L01010,Concord Drugs Ltd,bse,,538965,CONCORD
INE037Z01029,Concord Enviro Systems Limited,both nse/bse,CEWATER,544315,CEWATER
INE700F01024,Confidence Futuristic Energetech Ltd,bse,,539991,CFEL
INE552D01024,Confidence Petroleum India Limited,both nse/bse,CONFIPET,526829,CONFIPET
INE187R01029,Consecutive Commodities Ltd,bse,,539091,CCDL
INE429I01024,Consolidated Construction Consortium Limited,both nse/bse,CCCL,532902,CCCL
INE025A01027,Consolidated Finvest & Holdings Limited,nse,CONSOFINVT,,
INE537B01011,Constronics Infra Ltd,bse,,523844,CONSTRONIC
INE0M8901010,Containe Technologies Ltd,bse,,543606,CONTAINE
INE111A01025,Container Corporation of India Limited,both nse/bse,CONCOR,531344,CONCOR
INE319U01022,Containerway International Ltd,bse,,540597,CONTAINER
INE080G01029,Contil India Ltd,bse,,531067,CONTILI
INE423K01015,Continental Chemicals Ltd,bse,,506935,CONTCHM
INE545B01022,Continental Controls Ltd,bse,,531460,CONTICON
INE369D01023,Continental Petroleums Ltd,bse,,523232,CONTPTR
INE183Q01020,Continental Securities Ltd,bse,,538868,CSL
INE663B01015,Control Print Limited,both nse/bse,CONTROLPR,522295,CONTROLPR
INE558D01021,Coral India Finance & Housing Limited,both nse/bse,CORALFINAC,531556,CORALFINAC
INE683E01017,Coral Laboratories Ltd,bse,,524506,CORALAB
INE715D01019,Coral Newsprints Ltd,bse,,530755,CORNE
INE792I01017,Cords Cable Industries Limited,both nse/bse,CORDSCABLE,532941,CORDSCABLE
INE495D01018,Coromandel Agro Products & Oils Ltd,bse,,507543,CORAGRO
INE312J01012,Coromandel Engineering Company Ltd,bse,,533167,COROENGG
INE169A01031,Coromandel International Limited,both nse/bse,COROMANDEL,506395,COROMANDEL
INE02ZQ01018,CORONA Remedies Limited,both nse/bse,CORONA,544644,CORONA
INE850R01014,Corporate Merchant Bankers Ltd,bse,,540199,CMBL
INE949B01018,Cosco India Ltd-$,bse,,530545,COSCO
INE0ORA01015,Cosmic CRF Ltd,bse,,543928,COSMICCRF
INE124B01018,Cosmo Ferrites Ltd-$,bse,,523100,COSMOFE
INE757A01017,COSMO FIRST LIMITED,both nse/bse,COSMOFIRST,508814,COSMOFIRST
INE0CQB01010,Cospower Engineering Ltd,bse,,543172,COSPOWER
INE029B01019,COSYN Ltd,bse,,538922,COSYN
INE652F01027,Country Club Hospitality & Holidays Limited,both nse/bse,CCHHL,526550,CCHHL
INE695B01025,Country Condo's Limited,both nse/bse,COUNCODOS,531624,COUNCODOS
INE0R8101016,Covance Softsol Ltd,bse,,544361,COVANCE
INE521J01018,CP Capital Limited,both nse/bse,CPCAP,533260,CPCAP
INF457M01133,CPSE ETF,bse,,538057,CPSEETF
INE218T01010,Craftroot Retail Ltd,bse,,526349,CRAFTROOT
INE00LO01017,Craftsman Automation Limited,both nse/bse,CRAFTSMAN,543276,CRAFTSMAN
INE176L01017,Crane Infrastructure Ltd,bse,,538770,CRANEINFRA
INE234B01023,Cranes Software International Ltd,bse,,512093,CRANESSOFT
INE608B01010,Cranex Ltd,bse,,522001,CRANEX
INE145E01017,Cravatex Ltd,bse,,509472,CRAVATEX
INE0RBX01014,Crazy Snacks Ltd,bse,,544807,CRAZY
INE146E01015,Creative Castings Ltd,bse,,539527,CREATIVE
INE230B01021,Creative Eye Limited,both nse/bse,CREATIVEYE,532392,CREATIVEYE
INE985W01018,Creative Newtech Limited,both nse/bse,CNL,544631,CNL
INE741K01010,CREDITACCESS GRAMEEN LIMITED,both nse/bse,CREDITACC,541770,CREDITACC
INE220Q01020,Credo Brands Marketing Limited,both nse/bse,MUFTI,544058,MUFTI
INE754C01010,Crescentis Capital Ltd,bse,,511571,CRESCENTIS
INE716D01033,Cressanda Railway Solutions Ltd,bse,,512379,CRSL
INE559D01011,Crest Ventures Limited,both nse/bse,CREST,511413,CREST
INE293N01016,Crestchem Ltd,bse,,526269,CRSTCHM
INE318P01016,Crimson Metal Engineering Company Ltd,bse,,526977,CRIMSON
INE007A01025,Crisil Limited,both nse/bse,CRISIL,500092,CRISIL
INE0S4R01014,Crizac Limited,both nse/bse,CRIZAC,544439,CRIZAC
INE587J01027,Croissance Ltd,bse,,531909,CROISSANCE
INE299U01018,Crompton Greaves Consumer Electricals Limited,both nse/bse,CROMPTON,539876,CROMPTON
INE293E01031,Cropster Agro Ltd,bse,,523105,CROPSTER
INE491V01019,Crown Lifters Limited,nse,CROWN,,
INE0TL001013,Cryogenic Ogs Ltd,bse,,544440,CRYOGENIC
INE994R01028,Crystal Business System Ltd,bse,,540821,CRYSTAL
INE679A01013,CSB Bank Limited,both nse/bse,CSBBANK,542867,CSBBANK
INE718F01018,CSL Finance Limited,both nse/bse,CSLFINANCE,530067,CSLFINANCE
INE0ZK601013,CSM Technologies Limited,both nse/bse,CSM,544806,CSM
INE144D01012,Cubex Tubings Limited,both nse/bse,CUBEXTUB,526027,CUBEXTUB
INE717D01023,Cubical Financial Services Ltd,bse,,511710,CUBIFIN
INE298A01020,Cummins India Limited,both nse/bse,CUMMINSIND,500480,CUMMINSIND
INE108G01010,Cupid Breweries And Distilleries Ltd,bse,,512361,CUPIDALBV
INE509F01029,Cupid Limited,both nse/bse,CUPID,530843,CUPID
INE117B01020,Cura Technologies Limited,both nse/bse,CURAA,532332,CURAA
INE0H8H01019,CWD Ltd,bse,,543378,CWD
INE183D01010,Cybele Industries Ltd,bse,,531472,CYBELEIND
INE278G01037,Cyber Media (India) Limited,both nse/bse,CYBERMEDIA,532640,CYBERMEDIA
INE214A01019,Cybertech Systems And Software Limited,both nse/bse,CYBERTECH,532173,CYBERTECH
INE055S01018,Cyient DLM Limited,both nse/bse,CYIENTDLM,543933,CYIENTDLM
INE136B01020,Cyient Limited,both nse/bse,CYIENT,532175,CYIENT
INE589D01018,D & H India Ltd-$,bse,,517514,DHINDIA
INE864X01013,D P Wires Limited,both nse/bse,DPWIRES,543962,DPWIRES
INE266Y01019,D. P. Abhushan Limited,both nse/bse,DPABHUSHAN,544161,DPABHUSHAN
INE950I01011,D.B.Corp Limited,both nse/bse,DBCORP,533151,DBCORP
INE016A01026,Dabur India Limited,both nse/bse,DABUR,500096,DABUR
INE1F9M01018,Dachepalli Publishers Ltd,bse,,544667,DACHEPALLI
INE928C01010,Dai-Ichi Karkaria Limited,both nse/bse,DAICHI,526821,DAICHI
INE789B01018,Daikaffil Chemicals India Ltd,bse,,530825,DAIKAFFI
INE422D01012,Dalal Street Investments Ltd,bse,,501148,DSINVEST
INE00R701025,Dalmia Bharat Limited,both nse/bse,DALBHARAT,542216,DALBHARAT
INE495A01022,Dalmia Bharat Sugar and Industries Limited,both nse/bse,DALMIASUG,500097,DALMIASUG
INE642P01019,Dalmia Industrial Development Ltd,bse,,539900,DIDL
INE284H01025,Dam Capital Advisors Limited,both nse/bse,DAMCAPITAL,544316,DAMCAPITAL
INE497D01022,Damodar Industries Limited,both nse/bse,DAMODARIND,521220,DAMODARIND
INE688Y01022,Dangee Dums Limited,nse,DANGEE,,
INE310B01013,Danlaw Technologies India Ltd-$,bse,,532329,DANLAW
INE575D01041,Danube Industries Ltd,bse,,540361,DANUBE
INE975Z01012,DAPS Advertising Ltd,bse,,543651,DAPS
INE830S01014,Darjeeling Industriies Ltd,bse,,539770,DARJEELING
INE671T01028,Darshan Orna Ltd,bse,,539884,DARSHANORNA
INE0IX101010,Data Patterns (India) Limited,both nse/bse,DATAPATTNS,543428,DATAPATTNS
INE365B01017,Datamatics Global Services Limited,both nse/bse,DATAMATICS,532528,DATAMATICS
INE673U01014,Datiware Maritime Infra Ltd,bse,,519413,DATIWARE
INE108C01019,Daulat Securities Ltd,bse,,530171,DAULAT
INE179G01029,Davangere Sugar Company Limited,both nse/bse,DAVANGERE,543267,DAVANGERE
INE0Q2L01013,Davin Sons Retail Ltd,bse,,544331,DAVIN
INE921B01025,DB (International) Stock Brokers Limited,both nse/bse,DBSTOCKBRO,530393,DBSTOCKBRO
INE0A1101019,Dc Infotech And Communication Limited,both nse/bse,DCI,543636,DCI
INE503A01015,DCB Bank Limited,both nse/bse,DCBBANK,532772,DCBBANK
INE498A01018,DCM  Limited,both nse/bse,DCM,502820,DCM
INE891B01012,DCM Financial Services Limited,both nse/bse,DCMFINSERV,511611,DCMFINSERV
INE08KP01019,DCM Nouvelle Limited,both nse/bse,DCMNVL,542729,DCMNVL
INE0OFM01015,DCM Shriram Fine Chemicals Limited,both nse/bse,DSFCL,544703,DSFCL
INE843D01027,DCM Shriram Industries Limited,both nse/bse,DCMSRIND,523369,DCMSRIND
INE0OU201013,DCM Shriram International Limited,both nse/bse,DCMSIL,544702,DCMSIL
INE499A01024,DCM Shriram Limited,both nse/bse,DCMSHRIRAM,523367,DCMSHRIRAM
INE500A01029,DCW Limited,both nse/bse,DCW,500117,DCW
INE0KL801015,DCX Systems Limited,both nse/bse,DCXINDIA,543650,DCXINDIA
INE0HR601026,Ddev Plastiks Industries Limited,both nse/bse,DDEVPLSTIK,543547,DDEVPLSTIK
INE244A01016,De Nora India Limited,both nse/bse,DENORA,590031,DENORA
INE583C01021,Deccan Cements Limited,both nse/bse,DECCANCE,502137,DECCANCE
INE945F01025,Deccan Gold Mines Limited,both nse/bse,DECNGOLD,512068,DECNGOLD
INE452W01019,Deccan Health Care Ltd,bse,,542248,DECCAN
INE132E01015,Deccan Polypacks Ltd,bse,,531989,DECPO
INE848N01017,Decillion Finance Ltd,bse,,539190,DFL
INE643N01012,Decipher Labs Ltd,bse,,524752,DECIPHER
INE907E01010,Deco Mica Ltd,bse,,531227,DECOMIC
INE183R01010,Decorous Investment & Trading Co Ltd,bse,,539405,DITCO
INE841L01016,DEE Development Engineers Limited,both nse/bse,DEEDEV,544198,DEEDEV
INE005G01026,Deep Health AI India Ltd,bse,,539559,DEEPAI
INE0FHS01024,Deep Industries Limited,both nse/bse,DEEPINDS,543288,DEEPINDS
INE00IY01012,Deep Polymers Ltd,bse,,541778,DEEP
INE0OPA01027,Deepak Builders & Engineers India Limited,both nse/bse,DBEIL,544276,DBEIL
INE0RDM01013,Deepak Chemtex Ltd,bse,,544036,DEEPAKCHEM
INE501A01019,Deepak Fertilizers and Petrochemicals Corporation Limited,both nse/bse,DEEPAKFERT,500645,DEEPAKFERT
INE288B01029,Deepak Nitrite Limited,both nse/bse,DEEPAKNTR,506401,DEEPAKNTR
INE272C01013,Deepak Spinners Ltd-$,bse,,514030,DEEPAKSP
INE0ZE201010,Defrail Technologies Ltd,bse,,544677,DEFRAIL
INE148O01028,Delhivery Limited,both nse/bse,DELHIVERY,543529,DELHIVERY
INE726L01027,DELPHI WORLD MONEY LIMITED,both nse/bse,DELPHIFX,533452,DELPHIFX
INE124G01033,Delta Corp Limited,both nse/bse,DELTACORP,532848,DELTACORP
INE681Q01015,Delta Industrial Resources Ltd,bse,,539596,DELTA
INE393A01011,Delta Manufacturing Limited,both nse/bse,DELTAMAGNT,504286,DELTAMAGNT
INE872E01016,Delton Cables Ltd,bse,,504240,DLTNCBL
INE947J01015,Den Networks Limited,both nse/bse,DEN,533137,DEN
INE051G01012,Denis Chem Lab Ltd,bse,,537536,DENISCHEM
INE0R4L01018,Denta Water and Infra Solutions Limited,both nse/bse,DENTA,544345,DENTA
INE0TGG01014,Desco Infratech Ltd,bse,,544387,DESCO
INE971E01016,Desh Rakshak Aushdhalaya Ltd,bse,,531521,DESHRAK
INE0VOV01021,Dev Accelerator Limited,both nse/bse,DEVX,544513,DEVX
INE060X01034,Dev Information Technology Limited,both nse/bse,DEVIT,543462,DEVIT
INE0NIJ01025,Dev Labtech Venture Ltd,bse,,543848,DEVLAB
INE455C01014,Devine Impex Ltd,bse,,531585,DEVINE
INE07LH01016,Devinsu Trading Ltd,bse,,512445,DEVITRD
INE2KRP01017,Devson Catalyst Ltd,bse,,544823,DEVSON
INE872J01023,Devyani International Limited,both nse/bse,DEVYANI,543330,DEVYANI
INE260R01016,Dhabriya Polywood Ltd,bse,,538715,DHABRIYA
INE0I3401014,Dhampur Bio Organics Limited,both nse/bse,DBOL,543593,DBOL
INE041A01016,Dhampur Sugar Mills Limited,both nse/bse,DHAMPURSUG,500119,DHAMPURSUG
INE956B01013,Dhampure Specialty Sugars Ltd,bse,,531923,DHAMPURE
INE220C01012,Dhanalaxmi Roto Spinners Ltd,bse,,521216,DHANROTO
INE413F01016,Dhanashree Electronics Ltd,bse,,542679,DEL
INE680A01011,Dhanlaxmi Bank Limited,both nse/bse,DHANBANK,532180,DHANBANK
INE680A20011,Dhanlaxmi Bank Ltd,bse,,750942,DHAN-RE
INE977F01010,Dhanlaxmi Cotex Ltd,bse,,512485,DHANCOT
INE953D01016,Dhanlaxmi Fabrics Ltd,bse,,521151,DHANFAB
INE195E01020,Dhansafal Finserve Ltd,bse,,512048,DHANSAFAL
INE435G01025,Dhanuka Agritech Limited,both nse/bse,DHANUKA,507717,DHANUKA
INE239F01015,Dhanvantri Jeevan Rekha Ltd,bse,,531043,ZDHJERK
INE278R01034,DHARAN INFRA-EPC LIMITED,both nse/bse,DHARAN,541161,DHARAN
INE899D01011,Dharani Finance Ltd,bse,,511451,DHARFIN
INE00OQ01016,Dharmaj Crop Guard Limited,both nse/bse,DHARMAJ,543687,DHARMAJ
INE0M9Q01011,Dharni Capital Services Ltd,bse,,543753,DHARNI
INE715T01031,Dhatre Udyog Ltd,bse,,540080,DHATRE
INE1HX301016,Dhaval Packaging Ltd,bse,,544854,DHAVAL
INE758D01027,Dhenu Buildcon Infra Ltd,bse,,501945,DHENUBUILD
INE0SPJ01011,Dhillon Freight Carrier Ltd,bse,,544556,DHILLON
INE313G01016,Dhoot Industrial Finance Ltd,bse,,526971,DHOOTIN
INE590D01016,DHP India Ltd,bse,,531306,DHPIND
INE506Z01015,Dhruv Consultancy Services Limited,both nse/bse,DHRUV,541302,DHRUV
INE972E01014,Dhruva Capital Services Ltd,bse,,531237,DHRUVCA
INE320L01011,Dhunseri Investments Limited,both nse/bse,DHUNINV,533336,DHUNINV
INE341R01014,Dhunseri Tea & Industries Limited,both nse/bse,DTIL,538902,DTIL
INE477B01010,Dhunseri Ventures Limited,both nse/bse,DVL,523736,DVL
INE0K5F01014,Dhyaani Tradeventtures Ltd,bse,,543516,DHYAANITR
INE591D01014,Diamines & Chemicals Limited,both nse/bse,DIAMINESQ,500120,DIAMINESQ
INE989C01038,Diamond Power Infrastructure Limited,both nse/bse,DIACABS,522163,DIACABS
INE012E01035,Diana Tea Company Ltd,bse,,530959,DIANATEA
INE303A01010,DIC India Limited,both nse/bse,DICIND,500089,DICIND
INE184O01015,Diffusion Engineers Limited,both nse/bse,DIFFNKG,544264,DIFFNKG
INE158R01012,Diggi Multitrade Ltd,bse,,540811,DML
INE03JI01017,Digicontent Limited,both nse/bse,DGCONTENT,542685,DGCONTENT
INE0PSC01024,Digidrive Distributors Limited,both nse/bse,DIGIDRIVE,544079,DIGIDRIVE
INE1OOT01028,Digilogic Systems Ltd,bse,,544684,DIGILOGIC
INE927C01020,DiGiSPICE Technologies Limited,both nse/bse,DIGISPICE,517214,DIGISPICE
INE0U4701011,Digitide Solutions Limited,both nse/bse,DIGITIDE,544413,DIGITIDE
INE731U01028,Digjam Limited,both nse/bse,DIGJAMLMTD,539979,DIGJAMLMTD
INE942P01013,Diksat Transworld Ltd,bse,,540151,DIKSAT
INE01GR01018,Diksha Greens Ltd,bse,,542155,DGL
INE1OSI01014,Diksha Polymers Ltd,bse,,544798,DIKSHA
INE650C01036,Diligent Industries Ltd,bse,,531153,DILIGENT
INE016M01021,Diligent Media Corporation Limited,both nse/bse,DNAMEDIA,540789,DNAMEDIA
INE917M01012,Dilip Buildcon Limited,both nse/bse,DBL,540047,DBL
INE0S6R01027,Dindigul Farm Product Ltd,bse,,544201,DFPL
INE0MC401013,Dipna Pharmachem Ltd,bse,,543594,DPL
INE131C01011,Disa India Limited,both nse/bse,DISAQ,500068,DISAQ
INE836F01026,Dish TV India Limited,both nse/bse,DISHTV,532839,DISHTV
INE193D01019,Disha Resources Ltd,bse,,531553,DRL
INE385W01011,Dishman Carbogen Amcis Limited,both nse/bse,DCAL,540701,DCAL
INE753U01022,Divgi Torqtransfer Systems Limited,both nse/bse,DIVGIITTS,543812,DIVGIITTS
INE361B01024,Divi's Laboratories Limited,both nse/bse,DIVISLAB,532488,DIVISLAB
INE410G01010,Divyashakti Ltd,bse,,526315,DIVSHKT
INE935N01020,Dixon Technologies (India) Limited,both nse/bse,DIXON,540699,DIXON
INE0B1K01014,DJ Mediaprint & Logistics Limited,both nse/bse,DJML,543193,DJML
INE234E01027,DJS Stock & Shares Ltd,bse,,511636,DJSSS
INE271C01023,DLF Limited,both nse/bse,DLF,532868,DLF
INE250K01012,D-Link (India) Limited,both nse/bse,DLINKINDIA,533146,DLINKINDIA
INE505A01010,DMCC SPECIALITY CHEMICALS LIMITED,both nse/bse,DMCC,506405,DMCC
INE07L501010,DMR Engineering Ltd,bse,,543410,DMR
INE021O01019,Dodla Dairy Limited,both nse/bse,DODLA,543306,DODLA
INE966A01022,Dolat Algotech Limited,both nse/bse,DOLATALGO,505526,DOLATALGO
INE666Y01010,Dolfin Rubbers Ltd,bse,,542013,DOLFIN
INE325C01035,Dollar Industries Limited,both nse/bse,DOLLAR,541403,DOLLAR
INE0QXT01018,Dolphin Kitchen Utensils and Appliances Ltd,bse,,544170,DKUAL
INE920A01037,Dolphin Offshore Enterprises (India) Limited,both nse/bse,DOLPHIN,522261,DOLPHIN
INE321T01012,DOMS Industries Limited,both nse/bse,DOMS,544045,DOMS
INE668D01028,Donear Industries Limited,both nse/bse,DONEAR,512519,DONEAR
INE360C01024,DPSC Limited,nse,DPSCLTD,,
INE934C01018,Dr Agarwals Eye Hospital Limited,both nse/bse,DRAGARWQ,526783,DRAGARWQ
INE871Z01013,Dr Lalchandani Labs Ltd,bse,,541299,DLCL
INE943P01029,Dr. Agarwal's Health Care Limited,both nse/bse,AGARWALEYE,544350,AGARWALEYE
INE600L01024,Dr. Lal Path Labs Ltd.,both nse/bse,LALPATHLAB,539524,LALPATHLAB
INE089A01031,Dr. Reddy's Laboratories Limited,both nse/bse,DRREDDY,500124,DRREDDY
INE746V01016,DRA Consultants Ltd,bse,,540144,DRA
INE03RS01027,DRC Systems India Limited,both nse/bse,DRCSYSTEMS,543268,DRCSYSTEMS
INE0JS101016,Dreamfolks Services Limited,both nse/bse,DREAMFOLKS,543591,DREAMFOLKS
INE506A01018,Dredging Corporation of India Limited,both nse/bse,DREDGECORP,523618,DREDGECORP
INE0MQD01015,Droneacharya Aerial Innovations Ltd,bse,,543713,DRONACHRYA
INE891A01022,DS Kulkarni Developers Limited,both nse/bse,DSKULKARNI,523890,DSKULKARNI
INE055C01020,DSJ Keep Learning Limited,both nse/bse,KEEPLEARN,526677,KEEPLEARN
INE0SUM01015,DSM Fresh Foods Ltd,bse,,544568,ZAPPFRESH
INF740KA1ZH9,DSP BSE MidSmall Private Banks ETF,bse,,544857,MIDBANKADD
INF740KA1SZ6,DSP BSE Sensex ETF,bse,,543947,SENSEXADD
INF740KA1VE5,DSP BSE Sensex Next 30 ETF,bse,,544352,NEXT30ADD
INF740KA1YH2,DSP BSE Top 10 Banks ETF,bse,,544725,BANK10ADD
INF740KA1QK2,DSP Nifty 50 Equal Weight ETF,bse,,543388,EQUAL50ADD
INF740KA1CL0,DSP Nifty 50 ETF,bse,,543440,NIFTYADD
INF740KA1RX3,DSP Nifty Bank ETF,bse,,543738,BANKADD
INF740KA1ZA4,DSP Nifty FMCG ETF,bse,,544760,FMCGADD
INF740KA1ZG1,DSP Nifty Healthcare ETF,bse,,544109,HEALTHADD
INF740KA1SX1,DSP Nifty IT ETF,bse,,543935,ITADD
INF740KA1WW5,DSP Nifty Midcap 150 ETF,bse,,544655,MIDCAPADD
INF740KA1ZF3,DSP Nifty Midcap 150 Quality 50 ETF,bse,,543438,MIDQ50ADD
INF740KA1XU7,DSP Nifty Next 50 ETF,bse,,544674,NEXT50ADD
INF740KA1TA7,DSP Nifty Private Bank ETF,bse,,543949,PVTBANKADD
INF740KA1SY9,DSP Nifty PSU Bank ETF,bse,,543948,PSUBANKADD
INF740KA1WX3,DSP Nifty Smallcap 250 ETF,bse,,544654,SMALLADD
INF740KA1UR9,DSP Nifty Top 10 Equal Weight ETF,bse,,544247,TOP10ADD
INF740KA1WU9,DSP Nifty500 Flexicap Quality 30 ETF,bse,,544581,FLEXIADD
INE741L01018,Ducon Infratechnologies Limited,both nse/bse,DUCON,534674,DUCON
INE397G01019,Duke Offshore Ltd,bse,,531471,DUKEOFS
INE340F01011,Duncan Engineering Ltd-$,bse,,504908,DUNCANENG
INE138B01018,Duro Pack Ltd,bse,,526355,DUROPACK
INE932D01010,Duroply Industries Ltd,bse,,516003,DUROPLY
INE940C01015,Dutron Polymers Ltd-$,bse,,517437,DUTRON
INE366A01041,Dwarikesh Sugar Industries Limited,both nse/bse,DWARKESH,532610,DWARKESH
INE417B01040,Dynacons Systems & Solutions Limited,both nse/bse,DSSL,532365,DSSL
INE221B01012,Dynamatic Technologies Limited,both nse/bse,DYNAMATECH,505242,DYNAMATECH
INE874E01012,Dynamic Archistructures Ltd,bse,,539681,DAL
INE600Y01019,Dynamic Cables Limited,both nse/bse,DYCL,540795,DYCL
INE457C01010,Dynamic Industries Ltd-$,bse,,524818,DYNAMIND
INE118C01018,Dynamic Portfolio Management & Services Ltd,bse,,530779,DYNAMICP
INE083E01010,Dynavision Ltd,bse,,517238,DYNAVSN
INE256H01015,Dynemic Products Limited,both nse/bse,DYNPRO,532707,DYNPRO
INE094R01019,E & E Enterprises Ltd,bse,,501386,EENTER
INE255Z01027,E2E Networks Limited,both nse/bse,E2E,544783,E2E
INE1A8F01035,Earkart Ltd,bse,,544549,EARKART
INE0O4V01010,Earthstahl & Alloys Ltd,bse,,543765,EARTH
INE706N01017,East Buildtech Ltd,bse,,507917,EASTBUILD
INE191C01023,East India Drums and Barrels Manufacturing Ltd,bse,,523874,EASTINDIA
INE595R01023,East West Freight Carriers Ltd,bse,,540006,EASTWEST
INE315F01013,Eastcoast Steel Ltd,bse,,520081,ECSTSTL
INE962C01035,Eastern Silk Industries Limited,both nse/bse,EASTSILK,590022,EASTSILK
INE500D01015,Eastern Treads Ltd,bse,,531346,EASTRED
INE771C01014,Easun Capital Markets Ltd,bse,,542906,EASUN
INE407F01018,Easy Fincorp Ltd,bse,,511074,EASYFIN
INE07O001026,Easy Trip Planners Limited,both nse/bse,EASEMYTRIP,543272,EASEMYTRIP
INE432F01032,EBIX Ltd,bse,,531035,EBIX
INE738I01010,eClerx Services Limited,both nse/bse,ECLERX,532927,ECLERX
INE638N01012,Eco Hotels And Resorts Ltd,bse,,514402,ECOHOTELS
INE316A01038,Eco Recycling Ltd,bse,,530643,ECORECO
INE866A01016,Ecoboard Industries Ltd,bse,,523732,ECOBOAR
INE360S01012,Ecofinity Atomix Ltd,bse,,539455,ECOFINITY
INE937K01014,Econo Trade (India) Ltd,bse,,538708,ETIL
INE423D01010,Ecoplast Ltd-$,bse,,526703,ECOPLAST
INE06HJ01020,Ecos (India) Mobility & Hospitality Limited,both nse/bse,ECOSMOBLTY,544239,ECOSMOBLTY
INF754K01TX4,Edelweiss BSE Capital Markets & Insurance ETF,bse,,544326,ECAPINSURE
INF754K01XI7,Edelweiss BSE LargeMid (60:40) Stable Dividend 50 ETF,bse,,544846,ELMDIV
INF754K01VY8,Edelweiss BSE Sensex ETF,bse,,544618,ESENSEX
INF754K01XH9,Edelweiss BSE Top 10 Bank ETF,bse,,544849,EBANK10
INE532F01054,Edelweiss Financial Services Limited,both nse/bse,EDELWEISS,532922,EDELWEISS
INF754K01XF3,Edelweiss Nifty Next 50 ETF,bse,,544761,ENEXT50
INE125G01014,Edvenswa Enterprises Ltd,bse,,517170,EDVENSWA
INE886D01026,EFC (I) Limited,both nse/bse,EFCIL,512008,EFCIL
INE355H01015,Eforu Entertainment Ltd,bse,,531190,EFORU
INE066A01021,Eicher Motors Limited,both nse/bse,EICHERMOT,505200,EICHERMOT
INE126A01031,EID Parry India Limited,both nse/bse,EIDPARRY,500125,EIDPARRY
INE0KSN01014,Eighty Jewellers Ltd,bse,,543518,EIGHTY
INE276C01014,EIH Associated Hotels Limited,both nse/bse,EIHAHOTELS,523127,EIHAHOTELS
INE230A01023,EIH Limited,both nse/bse,EIHOTEL,500840,EIHOTEL
INE666Q01016,Eiko Lifesciences Ltd,bse,,540204,EIKO
INE158B01016,Eimco Elecon (India) Limited,both nse/bse,EIMCOELECO,523708,EIMCOELECO
INE906L01025,Ekam Leasing & Finance Company Ltd,bse,,530581,EKAMLEA
INE005E01013,Ekansh Concepts Ltd,bse,,531364,EKANSH
INE0KCM01010,Ekennis Software Service Ltd,bse,,543475,EKENNIS
INE0CPR01018,EKI Energy Services Ltd,bse,,543284,EKI
INE927X01018,EL CID Investments Limited,both nse/bse,ELCIDIN,503681,ELCIDIN
INE158F01017,El Forge Ltd-$,bse,,531144,ELFORGE
INE311H01018,E-Land Apparel Ltd,bse,,532820,ELAND
INE594D01018,Elango Industries Ltd,bse,,513452,ELANGO
